user_id,subscription_type,monthly_revenue,country,age,gender,device,plan_duration,subscribed_duration,start_month,clv
805,Basic,15,United States,39,Female,Laptop,1 Month,366,6,5490
806,Premium,15,United States,30,Female,Laptop,1 Month,539,1,8085
807,Basic,11,Canada,46,Male,Tablet,1 Month,367,6,4037
808,Standard,13,United Kingdom,39,Male,Smart TV,1 Month,196,6,2548
809,Premium,10,Australia,28,Male,Smartphone,1 Month,371,6,3710
810,Basic,13,Germany,38,Male,Smartphone,1 Month,296,9,3848
811,Premium,13,France,36,Male,Laptop,1 Month,267,10,3471
812,Basic,15,Brazil,33,Male,Laptop,1 Month,62,11,930
813,Standard,10,Mexico,50,Male,Smartphone,1 Month,234,11,2340
814,Standard,10,Spain,38,Male,Smartphone,1 Month,205,12,2050
815,Basic,15,Italy,29,Male,Smartphone,1 Month,382,6,5730
816,Premium,15,Spain,47,Female,Smart TV,1 Month,377,6,5655
817,Basic,15,Spain,31,Female,Tablet,1 Month,366,6,5490
818,Standard,13,United States,40,Male,Tablet,1 Month,363,6,4719
819,Premium,14,Canada,50,Male,Laptop,1 Month,365,1,5110
820,Basic,11,United States,43,Female,Tablet,1 Month,358,7,3938
821,Basic,12,United States,35,Female,Laptop,1 Month,351,7,4212
822,Basic,11,Canada,36,Male,Laptop,1 Month,340,7,3740
823,Standard,15,United Kingdom,30,Male,Smartphone,1 Month,336,7,5040
824,Premium,13,Australia,47,Female,Smartphone,1 Month,334,7,4342
825,Basic,12,Germany,30,Female,Laptop,1 Month,295,9,3540
826,Basic,11,France,37,Male,Smart TV,1 Month,142,8,1562
827,Premium,15,Brazil,34,Male,Smartphone,1 Month,314,8,4710
828,Standard,15,Mexico,33,Female,Smart TV,1 Month,304,8,4560
829,Standard,10,Spain,31,Male,Tablet,1 Month,536,1,5360
830,Basic,13,Italy,30,Female,Smartphone,1 Month,391,2,5083
831,Premium,10,Spain,35,Male,Smartphone,1 Month,505,2,5050
832,Standard,14,Spain,40,Female,Tablet,1 Month,145,9,2030
833,Basic,13,United States,29,Male,Smartphone,1 Month,285,9,3705
834,Standard,14,Canada,34,Female,Smart TV,1 Month,162,9,2268
835,Premium,12,United States,31,Male,Laptop,1 Month,275,9,3300
836,Basic,15,United States,28,Male,Laptop,1 Month,272,4,4080
837,Premium,12,Canada,46,Female,Smart TV,1 Month,384,6,4608
838,Standard,11,United Kingdom,38,Male,Smartphone,1 Month,212,7,2332
839,Basic,13,Australia,35,Female,Laptop,1 Month,385,6,5005
840,Standard,15,Germany,49,Male,Smartphone,1 Month,240,7,3600
841,Premium,13,France,42,Male,Smartphone,1 Month,384,6,4992
842,Basic,14,Brazil,37,Female,Laptop,1 Month,242,6,3388
843,Standard,13,Mexico,39,Female,Smartphone,1 Month,272,4,3536
844,Premium,10,Spain,47,Female,Smart TV,1 Month,116,10,1160
845,Basic,12,Italy,49,Male,Smartphone,1 Month,253,10,3036
846,Premium,12,Spain,35,Male,Laptop,1 Month,78,10,936
847,Basic,11,Spain,36,Female,Smart TV,1 Month,245,10,2695
848,Standard,11,United States,40,Male,Tablet,1 Month,392,1,4312
849,Standard,10,Canada,30,Female,Smart TV,1 Month,200,12,2000
850,Basic,13,United States,51,Female,Smart TV,1 Month,229,11,2977
851,Premium,15,United States,47,Male,Laptop,1 Month,292,9,4380
852,Basic,12,Canada,47,Female,Laptop,1 Month,149,8,1788
853,Standard,14,United Kingdom,39,Male,Tablet,1 Month,384,6,5376
854,Premium,10,Australia,49,Male,Smart TV,1 Month,354,7,3540
855,Basic,12,Germany,33,Male,Laptop,1 Month,330,2,3960
856,Premium,10,France,32,Female,Smart TV,1 Month,385,6,3850
857,Basic,15,Brazil,40,Male,Smartphone,1 Month,287,9,4305
858,Standard,14,Mexico,40,Female,Laptop,1 Month,264,10,3696
859,Standard,12,Spain,51,Female,Tablet,1 Month,447,4,5364
860,Basic,13,Italy,50,Male,Smart TV,1 Month,134,8,1742
861,Premium,14,Spain,50,Female,Smart TV,1 Month,146,8,2044
862,Basic,14,Spain,47,Male,Smartphone,1 Month,30,12,420
863,Standard,12,United States,35,Male,Laptop,1 Month,265,10,3180
864,Premium,11,Canada,31,Male,Tablet,1 Month,91,10,1001
865,Basic,15,United States,36,Male,Smartphone,1 Month,274,4,4110
866,Premium,10,United States,41,Female,Smart TV,1 Month,244,5,2440
867,Basic,13,Canada,49,Female,Tablet,1 Month,348,7,4524
868,Standard,12,United Kingdom,34,Female,Tablet,1 Month,175,7,2100
869,Standard,15,Australia,30,Female,Tablet,1 Month,178,7,2670
870,Basic,13,Germany,38,Male,Laptop,1 Month,337,3,4381
871,Premium,11,France,45,Male,Tablet,1 Month,370,6,4070
872,Basic,14,Brazil,42,Female,Laptop,1 Month,200,6,2800
873,Standard,10,Mexico,42,Female,Smart TV,1 Month,199,6,1990
874,Premium,10,Spain,31,Male,Smart TV,1 Month,229,6,2290
875,Basic,14,Italy,28,Male,Smart TV,1 Month,368,6,5152
876,Premium,11,Spain,44,Male,Tablet,1 Month,368,6,4048
877,Basic,13,Spain,30,Male,Smart TV,1 Month,193,6,2509
878,Standard,13,United States,33,Male,Smartphone,1 Month,224,6,2912
879,Standard,12,Canada,42,Female,Tablet,1 Month,376,6,4512
880,Basic,11,United States,31,Male,Smart TV,1 Month,236,11,2596
881,Premium,11,United States,31,Female,Smartphone,1 Month,62,11,682
882,Basic,13,Canada,46,Female,Smart TV,1 Month,32,12,416
883,Standard,15,United Kingdom,28,Female,Tablet,1 Month,381,6,5715
884,Premium,11,Australia,50,Male,Tablet,1 Month,381,6,4191
885,Basic,11,Germany,34,Male,Tablet,1 Month,234,6,2574
886,Premium,15,France,45,Female,Smart TV,1 Month,372,6,5580
887,Basic,12,Brazil,38,Female,Laptop,1 Month,369,6,4428
888,Standard,13,Mexico,42,Female,Laptop,1 Month,365,6,4745
889,Standard,10,Spain,45,Female,Smartphone,1 Month,334,2,3340
890,Basic,10,Italy,44,Male,Smart TV,1 Month,388,6,3880
891,Premium,14,Spain,50,Female,Smart TV,1 Month,347,7,4858
892,Basic,15,Spain,38,Male,Tablet,1 Month,336,7,5040
893,Standard,13,United States,42,Female,Smart TV,1 Month,161,7,2093
894,Premium,13,Canada,50,Male,Smart TV,1 Month,305,3,3965
895,Basic,10,United States,30,Male,Smartphone,1 Month,319,8,3190
896,Basic,10,United States,47,Female,Smartphone,1 Month,140,8,1400
897,Basic,14,Canada,32,Female,Laptop,1 Month,313,8,4382
898,Standard,11,United Kingdom,31,Female,Tablet,1 Month,161,8,1771
899,Premium,15,Australia,37,Male,Laptop,1 Month,536,1,8040
900,Basic,14,Germany,32,Female,Smartphone,1 Month,391,2,5474
901,Basic,12,France,29,Male,Smartphone,1 Month,447,4,5364
902,Premium,12,Brazil,28,Male,Tablet,1 Month,121,10,1452
903,Standard,11,Mexico,42,Male,Laptop,1 Month,277,9,3047
904,Standard,12,Spain,37,Male,Tablet,1 Month,161,9,1932
905,Basic,13,Italy,38,Female,Laptop,1 Month,536,1,6968
906,Premium,13,Spain,32,Male,Smart TV,1 Month,242,6,3146
907,Standard,15,Spain,48,Male,Laptop,1 Month,355,7,5325
908,Basic,13,United States,46,Female,Smart TV,1 Month,209,8,2717
909,Standard,14,Canada,30,Male,Tablet,1 Month,150,8,2100
910,Premium,10,United States,40,Female,Smart TV,1 Month,209,8,2090
911,Basic,13,United States,29,Male,Smart TV,1 Month,323,8,4199
912,Premium,15,Canada,41,Male,Tablet,1 Month,181,8,2715
913,Standard,15,United Kingdom,32,Male,Laptop,1 Month,89,10,1335
914,Basic,12,Australia,44,Female,Smart TV,1 Month,111,10,1332
915,Standard,15,Germany,41,Male,Laptop,1 Month,252,10,3780
916,Premium,12,France,50,Female,Smartphone,1 Month,73,10,876
917,Basic,14,Brazil,33,Female,Tablet,1 Month,244,10,3416
918,Standard,10,Mexico,34,Female,Smart TV,1 Month,99,10,990
919,Premium,15,Spain,40,Male,Smartphone,1 Month,230,11,3450
920,Basic,14,Italy,34,Female,Tablet,1 Month,118,9,1652
921,Premium,14,Spain,27,Female,Smart TV,1 Month,118,9,1652
922,Basic,13,Spain,34,Male,Tablet,1 Month,180,7,2340
923,Standard,13,United States,28,Male,Tablet,1 Month,323,8,4199
924,Standard,14,Canada,37,Female,Smart TV,1 Month,241,5,3374
925,Basic,10,United States,27,Female,Laptop,1 Month,74,10,740
926,Premium,13,United States,33,Female,Laptop,1 Month,107,10,1391
927,Basic,11,Canada,42,Male,Laptop,1 Month,110,10,1210
928,Standard,11,United Kingdom,49,Male,Smartphone,1 Month,85,10,935
929,Premium,13,Australia,44,Male,Smart TV,1 Month,305,8,3965
930,Basic,10,Germany,47,Male,Laptop,1 Month,142,8,1420
931,Premium,13,France,33,Male,Laptop,1 Month,178,8,2314
932,Basic,11,Brazil,37,Male,Smart TV,1 Month,91,11,1001
933,Standard,10,Mexico,35,Male,Laptop,1 Month,60,11,600
934,Standard,11,Spain,34,Female,Smartphone,1 Month,213,6,2343
935,Basic,10,Italy,44,Male,Smartphone,1 Month,214,7,2140
936,Premium,15,Spain,29,Male,Tablet,1 Month,204,7,3060
937,Basic,10,Spain,38,Male,Smartphone,1 Month,348,7,3480
938,Standard,14,United States,46,Male,Smart TV,1 Month,207,7,2898
939,Premium,10,Canada,29,Male,Tablet,1 Month,208,7,2080
940,Basic,12,United States,48,Female,Smart TV,1 Month,254,6,3048
941,Premium,10,United States,36,Male,Smart TV,1 Month,368,6,3680
942,Basic,12,Canada,43,Male,Laptop,1 Month,199,6,2388
943,Standard,15,United Kingdom,42,Female,Smart TV,1 Month,198,6,2970
944,Standard,10,Australia,50,Male,Tablet,1 Month,228,6,2280
945,Basic,13,Germany,39,Male,Laptop,1 Month,368,6,4784
946,Premium,14,France,43,Female,Laptop,1 Month,193,6,2702
947,Basic,10,Brazil,50,Female,Tablet,1 Month,223,6,2230
948,Standard,12,Mexico,51,Male,Laptop,1 Month,226,6,2712
949,Premium,14,Spain,40,Male,Tablet,1 Month,369,6,5166
950,Basic,10,Italy,31,Male,Tablet,1 Month,375,6,3750
951,Premium,12,Spain,39,Female,Smartphone,1 Month,262,6,3144
952,Basic,10,Spain,49,Female,Tablet,1 Month,205,6,2050
953,Standard,10,United States,34,Female,Laptop,1 Month,379,6,3790
954,Standard,13,Canada,38,Male,Smartphone,1 Month,378,6,4914
955,Basic,15,United States,36,Female,Laptop,1 Month,232,6,3480
956,Premium,10,United States,42,Female,Smart TV,1 Month,197,6,1970
957,Basic,14,Canada,50,Male,Tablet,1 Month,194,6,2716
958,Standard,10,United Kingdom,42,Female,Laptop,1 Month,334,2,3340
959,Premium,14,Australia,35,Female,Laptop,1 Month,306,4,4284
960,Basic,15,Germany,46,Female,Tablet,1 Month,350,7,5250
961,Premium,15,France,48,Male,Laptop,1 Month,168,7,2520
962,Basic,12,Brazil,43,Female,Laptop,1 Month,162,7,1944
963,Standard,13,Mexico,51,Female,Tablet,1 Month,364,1,4732
964,Standard,13,Spain,45,Male,Smart TV,1 Month,89,12,1157
965,Basic,10,Italy,46,Male,Laptop,1 Month,320,8,3200
966,Premium,12,Spain,42,Female,Laptop,1 Month,234,8,2808
967,Basic,10,Spain,42,Female,Smartphone,1 Month,308,8,3080
968,Standard,13,United States,50,Male,Tablet,1 Month,188,8,2444
969,Premium,12,Canada,28,Male,Smart TV,1 Month,506,2,6072
970,Basic,15,United States,44,Female,Tablet,1 Month,363,3,5445
971,Basic,10,United States,36,Male,Tablet,1 Month,243,5,2430
972,Basic,14,Canada,37,Female,Laptop,1 Month,121,10,1694
973,Standard,12,United Kingdom,36,Male,Smartphone,1 Month,112,9,1344
974,Premium,13,Australia,31,Male,Smartphone,1 Month,160,9,2080
975,Basic,12,Germany,36,Female,Smart TV,1 Month,505,2,6060
976,Basic,15,France,39,Female,Laptop,1 Month,301,5,4515
977,Premium,11,Brazil,45,Female,Laptop,1 Month,355,7,3905
978,Standard,13,Mexico,29,Male,Smart TV,1 Month,209,8,2717
979,Standard,15,Spain,45,Male,Smartphone,1 Month,150,8,2250
980,Basic,11,Italy,29,Male,Smart TV,1 Month,178,9,1958
981,Premium,10,Spain,28,Female,Smart TV,1 Month,293,9,2930
982,Standard,12,Spain,42,Female,Smart TV,1 Month,120,10,1440
983,Basic,11,United States,36,Female,Smartphone,1 Month,85,10,935
984,Standard,15,Canada,39,Male,Smart TV,1 Month,142,10,2130
985,Premium,11,United States,36,Male,Smart TV,1 Month,251,10,2761
986,Basic,15,United States,49,Male,Laptop,1 Month,74,10,1110
987,Premium,11,Canada,32,Female,Tablet,1 Month,69,10,759
988,Standard,12,United Kingdom,40,Female,Smartphone,1 Month,99,10,1188
989,Basic,12,Australia,34,Male,Smartphone,1 Month,149,8,1788
990,Standard,15,Germany,35,Male,Smartphone,1 Month,118,9,1770
991,Premium,11,France,44,Female,Smart TV,1 Month,180,7,1980
992,Basic,13,Brazil,47,Female,Smartphone,1 Month,208,8,2704
993,Standard,14,Mexico,33,Female,Laptop,1 Month,208,8,2912
994,Premium,11,Spain,45,Male,Tablet,1 Month,99,10,1089
995,Basic,14,Italy,42,Female,Tablet,1 Month,71,10,994
996,Premium,15,Spain,46,Male,Tablet,1 Month,105,10,1575
997,Basic,14,Spain,51,Male,Tablet,1 Month,112,10,1568
998,Standard,15,United States,41,Female,Laptop,1 Month,135,9,2025
999,Standard,10,Canada,50,Female,Tablet,1 Month,134,8,1340
1000,Basic,10,United States,49,Female,Smartphone,1 Month,171,8,1710
1001,Premium,12,United States,34,Female,Laptop,1 Month,89,12,1068
1002,Basic,13,Canada,38,Female,Tablet,1 Month,89,12,1157
1003,Standard,13,United Kingdom,46,Male,Smart TV,1 Month,60,11,780
1004,Premium,14,Australia,42,Male,Smart TV,1 Month,91,11,1274
1005,Basic,12,Germany,46,Male,Laptop,1 Month,122,10,1464
1006,Premium,10,France,51,Female,Smart TV,1 Month,219,7,2190
1007,Basic,12,Brazil,35,Male,Smart TV,1 Month,348,7,4176
1008,Standard,10,Mexico,34,Female,Smartphone,1 Month,207,7,2070
1009,Standard,14,Spain,31,Female,Laptop,1 Month,276,5,3864
1010,Basic,12,Italy,36,Female,Tablet,1 Month,424,1,5088
1011,Premium,15,Spain,28,Male,Smart TV,1 Month,539,1,8085
1012,Basic,15,Spain,29,Female,Smartphone,1 Month,195,6,2925
1013,Standard,12,United States,42,Female,Smart TV,1 Month,225,6,2700
1014,Premium,10,Canada,35,Female,Smartphone,1 Month,224,6,2240
1015,Basic,12,United States,32,Female,Laptop,1 Month,367,6,4404
1016,Premium,10,United States,43,Female,Tablet,1 Month,192,6,1920
1017,Basic,10,Canada,29,Male,Smartphone,1 Month,226,6,2260
1018,Standard,13,United Kingdom,35,Female,Tablet,1 Month,226,6,2938
1019,Standard,14,Australia,27,Female,Tablet,1 Month,371,6,5194
1020,Basic,13,Germany,38,Male,Tablet,1 Month,200,6,2600
1021,Premium,13,France,33,Male,Smart TV,1 Month,258,6,3354
1022,Basic,11,Brazil,48,Male,Laptop,1 Month,234,6,2574
1023,Standard,10,Mexico,51,Female,Laptop,1 Month,234,6,2340
1024,Premium,10,Spain,40,Female,Smartphone,1 Month,201,6,2010
1025,Basic,13,Italy,28,Male,Smartphone,1 Month,257,6,3341
1026,Premium,10,Spain,46,Female,Laptop,1 Month,195,6,1950
1027,Basic,12,Spain,28,Female,Tablet,1 Month,334,2,4008
1028,Standard,12,United States,47,Male,Tablet,1 Month,275,4,3300
1029,Standard,10,Canada,47,Male,Smartphone,1 Month,215,7,2150
1030,Basic,13,United States,50,Male,Smartphone,1 Month,177,7,2301
1031,Premium,13,United States,50,Female,Smart TV,1 Month,171,7,2223
1032,Basic,15,Canada,29,Male,Smartphone,1 Month,199,7,2985
1033,Standard,15,United Kingdom,38,Male,Tablet,1 Month,161,7,2415
1034,Premium,11,Australia,40,Female,Tablet,1 Month,89,12,979
1035,Basic,14,Germany,43,Male,Smartphone,1 Month,146,8,2044
1036,Premium,14,France,27,Female,Smartphone,1 Month,228,8,3192
1037,Basic,10,Brazil,37,Female,Tablet,1 Month,305,8,3050
1038,Standard,12,Mexico,30,Male,Smartphone,1 Month,391,2,4692
1039,Standard,13,Spain,50,Male,Laptop,1 Month,304,3,3952
1040,Basic,11,Italy,51,Male,Smartphone,1 Month,363,4,3993
1041,Premium,13,Spain,37,Female,Laptop,1 Month,212,6,2756
1042,Basic,14,Spain,35,Female,Tablet,1 Month,121,10,1694
1043,Standard,12,United States,35,Male,Tablet,1 Month,109,9,1308
1044,Premium,11,Canada,46,Male,Tablet,1 Month,162,9,1782
1045,Basic,13,United States,27,Male,Tablet,1 Month,272,4,3536
1046,Basic,13,United States,27,Male,Laptop,1 Month,270,6,3510
1047,Basic,13,Canada,39,Female,Laptop,1 Month,181,7,2353
1048,Standard,15,United Kingdom,51,Male,Tablet,1 Month,209,8,3135
1049,Premium,14,Australia,41,Male,Smartphone,1 Month,119,9,1666
1050,Basic,15,Germany,30,Female,Smart TV,1 Month,148,10,2220
1051,Basic,11,France,46,Male,Laptop,1 Month,263,10,2893
1052,Premium,14,Brazil,31,Male,Tablet,1 Month,116,10,1624
1053,Standard,13,Mexico,49,Male,Smartphone,1 Month,84,10,1092
1054,Standard,12,Spain,39,Female,Tablet,1 Month,141,10,1692
1055,Basic,11,Italy,47,Male,Smartphone,1 Month,76,10,836
1056,Premium,15,Spain,36,Female,Tablet,1 Month,103,10,1545
1057,Standard,14,Spain,42,Female,Tablet,1 Month,101,10,1414
1058,Basic,15,United States,28,Female,Smart TV,1 Month,272,5,4080
1059,Standard,15,Canada,43,Male,Tablet,1 Month,211,7,3165
1060,Premium,10,United States,50,Female,Laptop,1 Month,180,8,1800
1061,Basic,15,United States,30,Female,Tablet,1 Month,118,9,1770
1062,Premium,10,Canada,34,Female,Laptop,1 Month,147,10,1470
1063,Standard,13,United Kingdom,35,Female,Laptop,1 Month,389,2,5057
1064,Basic,11,Australia,29,Male,Tablet,1 Month,99,10,1089
1065,Standard,15,Germany,33,Male,Smart TV,1 Month,101,10,1515
1066,Premium,12,France,47,Male,Laptop,1 Month,136,10,1632
1067,Basic,14,Brazil,32,Female,Tablet,1 Month,110,10,1540
1068,Standard,15,Mexico,34,Female,Tablet,1 Month,168,10,2520
1069,Premium,13,Spain,46,Male,Smart TV,1 Month,120,10,1560
1070,Basic,15,Italy,31,Male,Tablet,1 Month,271,6,4065
1071,Premium,12,Spain,40,Female,Tablet,1 Month,271,6,3252
1072,Basic,11,Spain,38,Female,Tablet,1 Month,206,8,2266
1073,Standard,11,United States,31,Male,Smart TV,1 Month,147,8,1617
1074,Standard,12,Canada,46,Female,Smartphone,1 Month,178,8,2136
1075,Basic,11,United States,43,Male,Smart TV,1 Month,272,6,2992
1076,Premium,15,United States,38,Female,Laptop,1 Month,272,6,4080
1077,Basic,15,Canada,38,Female,Laptop,1 Month,343,7,5145
1078,Standard,14,United Kingdom,27,Male,Laptop,1 Month,205,7,2870
1079,Premium,12,Australia,49,Female,Tablet,1 Month,153,9,1836
1080,Basic,11,Germany,33,Male,Smartphone,1 Month,334,4,3674
1081,Premium,10,France,40,Female,Smartphone,1 Month,368,6,3680
1082,Basic,13,Brazil,27,Male,Tablet,1 Month,224,6,2912
1083,Standard,12,Mexico,28,Female,Laptop,1 Month,224,6,2688
1084,Standard,10,Spain,30,Male,Smartphone,1 Month,251,6,2510
1085,Basic,10,Italy,33,Female,Smartphone,1 Month,366,6,3660
1086,Premium,15,Spain,51,Female,Tablet,1 Month,195,6,2925
1087,Basic,11,Spain,51,Male,Tablet,1 Month,254,6,2794
1088,Standard,10,United States,50,Female,Smartphone,1 Month,226,6,2260
1089,Premium,14,Canada,46,Female,Tablet,1 Month,371,6,5194
1090,Basic,14,United States,31,Male,Smart TV,1 Month,227,6,3178
1091,Premium,12,United States,46,Female,Smartphone,1 Month,260,6,3120
1092,Basic,15,Canada,41,Male,Smart TV,1 Month,231,6,3465
1093,Standard,12,United Kingdom,36,Male,Smartphone,1 Month,232,6,2784
1094,Standard,10,Australia,45,Female,Tablet,1 Month,230,6,2300
1095,Basic,10,Germany,36,Male,Smartphone,1 Month,256,6,2560
1096,Premium,15,France,28,Male,Smartphone,1 Month,222,6,3330
1097,Basic,13,Brazil,45,Female,Smartphone,1 Month,337,3,4381
1098,Standard,10,Mexico,39,Female,Smartphone,1 Month,306,4,3060
1099,Premium,13,Spain,51,Female,Laptop,1 Month,184,8,2392
1100,Basic,10,Italy,37,Male,Laptop,1 Month,172,7,1720
1101,Premium,11,Spain,33,Female,Tablet,1 Month,170,7,1870
1102,Basic,15,Spain,32,Female,Smartphone,1 Month,223,7,3345
1103,Standard,14,United States,49,Female,Tablet,1 Month,333,2,4662
1104,Standard,10,Canada,37,Female,Smart TV,1 Month,180,9,1800
1105,Basic,15,United States,39,Male,Tablet,1 Month,139,8,2085
1106,Premium,14,United States,37,Male,Smart TV,1 Month,221,8,3094
1107,Basic,15,Canada,36,Female,Smart TV,1 Month,129,8,1935
1108,Standard,10,United Kingdom,34,Male,Laptop,1 Month,391,2,3910
1109,Premium,13,Australia,51,Female,Smartphone,1 Month,273,4,3549
1110,Basic,13,Germany,41,Female,Tablet,1 Month,333,5,4329
1111,Premium,13,France,51,Male,Smart TV,1 Month,90,10,1170
1112,Basic,15,Brazil,31,Female,Tablet,1 Month,175,9,2625
1113,Standard,13,Mexico,44,Male,Laptop,1 Month,109,9,1417
1114,Standard,15,Spain,50,Male,Smart TV,1 Month,421,1,6315
1115,Basic,14,Italy,33,Male,Laptop,1 Month,303,3,4242
1116,Premium,11,Spain,44,Female,Laptop,1 Month,301,6,3311
1117,Basic,15,Spain,42,Female,Tablet,1 Month,150,8,2250
1118,Standard,13,United States,35,Male,Smart TV,1 Month,178,9,2314
1119,Premium,12,Canada,48,Male,Smartphone,1 Month,120,10,1440
1120,Basic,13,United States,51,Female,Smartphone,1 Month,179,10,2327
1121,Basic,15,United States,44,Female,Smart TV,1 Month,28,12,420
1122,Basic,11,Canada,37,Female,Smartphone,1 Month,116,10,1276
1123,Standard,15,United Kingdom,35,Female,Laptop,1 Month,115,10,1725
1124,Premium,11,Australia,32,Male,Laptop,1 Month,141,10,1551
1125,Basic,15,Germany,46,Female,Tablet,1 Month,111,10,1665
1126,Basic,14,France,39,Female,Laptop,1 Month,105,10,1470
1127,Premium,11,Brazil,33,Female,Tablet,1 Month,104,10,1144
1128,Standard,10,Mexico,42,Male,Tablet,1 Month,300,5,3000
1129,Standard,14,Spain,37,Female,Smartphone,1 Month,239,7,3346
1130,Basic,14,Italy,27,Female,Smart TV,1 Month,208,8,2912
1131,Premium,14,Spain,34,Female,Laptop,1 Month,149,9,2086
1132,Standard,13,Spain,51,Male,Laptop,1 Month,269,6,3497
1133,Basic,12,United States,42,Male,Laptop,1 Month,330,4,3960
1134,Standard,13,Canada,46,Female,Smart TV,1 Month,422,3,5486
1135,Premium,13,United States,36,Male,Laptop,1 Month,107,10,1391
1136,Basic,14,United States,46,Male,Smartphone,1 Month,165,10,2310
1137,Premium,13,Canada,51,Male,Smart TV,1 Month,166,10,2158
1138,Standard,12,United Kingdom,45,Female,Smartphone,1 Month,168,10,2016
1139,Basic,14,Australia,33,Male,Smartphone,1 Month,90,11,1260
1140,Standard,10,Germany,31,Female,Smart TV,1 Month,179,9,1790
1141,Premium,12,France,48,Female,Smart TV,1 Month,197,8,2364
1142,Basic,13,Brazil,47,Female,Laptop,1 Month,229,8,2977
1143,Standard,13,Mexico,43,Male,Smart TV,1 Month,145,8,1885
1144,Premium,14,Spain,39,Male,Tablet,1 Month,205,8,2870
1145,Basic,11,Italy,46,Male,Smart TV,1 Month,180,9,1980
1146,Premium,12,Spain,46,Female,Smartphone,1 Month,364,4,4368
1147,Basic,11,Spain,40,Female,Tablet,1 Month,164,7,1804
1148,Standard,12,United States,38,Male,Smartphone,1 Month,92,11,1104
1149,Standard,13,Canada,48,Female,Tablet,1 Month,181,9,2353
1150,Basic,15,United States,38,Male,Tablet,1 Month,424,1,6360
1151,Premium,12,United States,43,Male,Laptop,1 Month,191,6,2292
1152,Basic,11,Canada,29,Male,Smartphone,1 Month,223,6,2453
1153,Standard,15,United Kingdom,32,Female,Laptop,1 Month,251,6,3765
1154,Premium,10,Australia,32,Female,Laptop,1 Month,250,6,2500
1155,Basic,10,Germany,49,Female,Laptop,1 Month,365,6,3650
1156,Premium,14,France,51,Female,Laptop,1 Month,226,6,3164
1157,Basic,14,Brazil,32,Male,Smart TV,1 Month,253,6,3542
1158,Standard,12,Mexico,35,Female,Smart TV,1 Month,227,6,2724
1159,Standard,15,Spain,41,Male,Laptop,1 Month,196,6,2940
1160,Basic,12,Italy,43,Female,Smart TV,1 Month,260,6,3120
1161,Premium,12,Spain,41,Male,Smartphone,1 Month,259,6,3108
1162,Basic,10,Spain,51,Male,Smart TV,1 Month,231,6,2310
1163,Standard,13,United States,47,Female,Smart TV,1 Month,258,6,3354
1164,Premium,15,Canada,39,Male,Smart TV,1 Month,229,6,3435
1165,Basic,15,United States,51,Male,Smartphone,1 Month,253,6,3795
1166,Premium,13,United States,39,Female,Tablet,1 Month,365,2,4745
1167,Basic,12,Canada,45,Male,Tablet,1 Month,337,3,4044
1168,Standard,13,United Kingdom,42,Male,Laptop,1 Month,276,5,3588
1169,Standard,13,Australia,48,Male,Smartphone,1 Month,207,7,2691
1170,Basic,11,Germany,33,Male,Smart TV,1 Month,202,7,2222
1171,Premium,14,France,47,Female,Smartphone,1 Month,195,7,2730
1172,Basic,11,Brazil,51,Female,Smart TV,1 Month,252,7,2772
1173,Standard,11,Mexico,27,Male,Smartphone,1 Month,305,3,3355
1174,Premium,11,Spain,44,Female,Laptop,1 Month,232,8,2552
1175,Basic,12,Italy,41,Male,Laptop,1 Month,168,8,2016
1176,Premium,11,Spain,37,Male,Smart TV,1 Month,253,8,2783
1177,Basic,15,Spain,48,Male,Tablet,1 Month,394,1,5910
1178,Standard,12,United States,30,Male,Smart TV,1 Month,394,3,4728
1179,Standard,14,Canada,44,Female,Smartphone,1 Month,274,5,3836
1180,Basic,14,United States,34,Female,Smart TV,1 Month,210,9,2940
1181,Premium,15,United States,40,Female,Laptop,1 Month,59,11,885
1182,Basic,14,Canada,28,Female,Smartphone,1 Month,202,9,2828
1183,Standard,15,United Kingdom,44,Female,Tablet,1 Month,141,9,2115
1184,Premium,13,Australia,38,Female,Laptop,1 Month,160,9,2080
1185,Basic,14,Germany,49,Male,Smart TV,1 Month,242,6,3388
1186,Premium,13,France,32,Female,Smart TV,1 Month,301,7,3913
1187,Basic,14,Brazil,47,Female,Smart TV,1 Month,119,9,1666
1188,Standard,10,Mexico,44,Male,Tablet,1 Month,148,10,1480
1189,Standard,12,Spain,33,Male,Smartphone,1 Month,117,11,1404
1190,Basic,15,Italy,32,Male,Laptop,1 Month,118,12,1770
1191,Premium,12,Spain,27,Female,Smartphone,1 Month,86,10,1032
1192,Basic,11,Spain,37,Male,Laptop,1 Month,144,10,1584
1193,Standard,14,United States,34,Male,Tablet,1 Month,142,10,1988
1194,Premium,15,Canada,40,Male,Smart TV,1 Month,170,10,2550
1195,Basic,12,United States,45,Female,Smart TV,1 Month,107,10,1284
1196,Basic,13,United States,29,Female,Tablet,1 Month,134,10,1742
1197,Basic,14,Canada,35,Male,Smart TV,1 Month,133,10,1862
1198,Standard,10,United Kingdom,38,Female,Laptop,1 Month,451,1,4510
1199,Premium,11,Australia,48,Female,Smart TV,1 Month,420,2,4620
1200,Basic,12,Germany,36,Male,Smartphone,1 Month,422,4,5064
1201,Basic,10,France,41,Male,Smart TV,1 Month,269,6,2690
1202,Premium,15,Brazil,27,Male,Smart TV,1 Month,269,6,4035
1203,Standard,12,Mexico,41,Male,Smart TV,1 Month,361,4,4332
